id,cluster_label,keyword_id,movie_id
1c63efa3-04df-4f08-8ba9-499a8afc2369,"father daughter relationship, father son relationship, loss of father",33d3c7a2-4450-4d3c-882c-5c8eda4bbe64,1062722
1cac4b1f-364d-431c-89a6-54c46f331e7d,"musical comedy, black comedy, dark comedy",91ffd555-952e-4a9f-ab2f-cd6ea2427a29,967941
1cc99b3c-a350-4041-a032-c88202069af8,"supernatural horror, gothic horror, haunted house",5086a993-8fb9-48af-aa96-9a0a67005b06,1228246
1cdcc046-c6f6-4c18-9c6a-7a084d1cf60c,"supernatural horror, gothic horror, haunted house",784e4f5f-691c-46d1-bf21-69f9dbce93c6,803796
1cdf2943-66e9-4ae2-b8a2-37d221f8f2a8,"female villain, villain, villain arrested",9be9aa0d-0384-498f-a2af-38a0bb9b5527,1061474
1d025374-da95-4ce2-acb6-153efa22112e,"pennsylvania, usa, new york city, prague, czech republic",0c4cedfc-9747-4260-82e5-39ac9d5fb5e0,1197137
1d076054-415b-4822-bbb1-0b96c14b75e6,"murder, brutal murder, killer",429e60cd-89b1-4142-a950-cbf32761238c,1197137
1d26b304-0687-4f02-84a4-c4fc1e1ada90,"pennsylvania, usa, new york city, prague, czech republic",b1cdeb10-1835-481d-bb2b-649ac902c5cf,1038392
1d428f45-1e9b-4795-a9d0-df997879aab2,"murder, brutal murder, killer",9b9bd058-6bc0-469f-8e54-e6118a92d96d,1197137
1d4dcff7-0076-49ed-92b9-d2d9fbc53a2a,"based on tv series, based on comic, based on novel or book",1eeb0556-26f6-456f-b8f1-5df1cb1f7426,967941
1d622f4f-78e2-4ec5-96c5-9b5aa824c68d,"secret government agency, government agency, espionage",3a59748e-038f-4152-8781-983034408fd7,701387
1d75ad3a-c829-426f-a6ac-968554f097a3,"pennsylvania, usa, new york city, prague, czech republic",0d1a476b-9986-4664-8830-8dd57d577129,269149
1d95c3ff-37e4-4396-9b6c-6ad06adfcc0b,"female villain, villain, villain arrested",0d1a476b-9986-4664-8830-8dd57d577129,269149
1dc9a2da-5bbd-4c21-ac6f-f81fbe5ffcd6,"supernatural horror, gothic horror, haunted house",dc944255-f43c-4f51-b419-0af48e6d9f2c,1062722
1ddb099d-de03-49e3-99a6-61157f725918,"based on tv series, based on comic, based on novel or book",e83c4a39-325a-442d-82c1-cabdb0223edc,967941
1e7952a4-3034-4669-a300-428ff81628a1,"female villain, villain, villain arrested",a263c224-5c5f-4f59-afd0-b91c7db5f38b,1197137
1ec4b77e-b8c2-4c31-8109-4671f000584b,"pennsylvania, usa, new york city, prague, czech republic",28807e57-b87c-4567-9a27-ada70bc5693b,803796
1eca4067-ba62-4d5b-9ccc-55df67c04684,"romantic fantasy, erotic fantasy, high school romance",f3daaa8b-8bf0-439c-b434-3da29694619d,402431
1ee31233-ce33-4e6b-a470-a711c61230cb,"father daughter relationship, father son relationship, loss of father",77073e7d-1518-45ad-ae08-fcc67aaeae20,1062722
1f2b039b-bf67-4b0e-8c9a-5c174d328405,"pennsylvania, usa, new york city, prague, czech republic",1c99423c-755c-48e4-88e9-acb8d3c8cbb3,1246049
1f4b3e6c-b7b3-4061-9dd0-10b6bc5e90cf,"based on tv series, based on comic, based on novel or book",eb0ac492-4acc-492b-9b3a-7a80c8a84eb6,1218925
1f7f0b8b-ddc4-4ef0-ada3-5d51d5750134,"pennsylvania, usa, new york city, prague, czech republic",ab53c57a-de26-4e92-82c5-0b02b1a34a2a,24428
1f8e3c8c-2baf-4e12-b665-ff29ed7d93af,"secret government agency, government agency, espionage",493fd6d6-abb5-483d-8faa-d35731b66af0,1128650
1fad54e5-0697-4d41-bd06-6ed009a23b27,"excited, cheerful, joyful",6da031c8-1248-403d-9bee-969afaabf3a6,1062722
